Name;Rechtsform;Strasse;PLZ;Ort;Bundesland;Telefon;Email;Website;MastrNummer;TAB_Niederspannung_Link;TAB_Typ;TAB_Stand;TAB_Ergaenzung_Link;Anmeldeportal;Planauskunft_Link;Link_geprueft;Link_Status;Quelle;Recherche_Datum;Anmerkung
Stadtwerke Dreieich GmbH;GmbH;Robert-Bosch-Straße 5;63303;Dreieich;HE;+496103602261;denis.wiesner@stadtwerke-dreieich.de;https://www.stadtwerke-dreieich.de;SNB947698671429;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB947698671429);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Eberbach GmbH;GmbH;Güterbahnhofstraße 4;69412;Eberbach;BW;0627192090;netznutzung@sw-eberbach.de;https://www.stadtwerke-eberbach.de;SNB943604361118;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB943604361118);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Eilenburg GmbH;GmbH;Sydowstraße 1;04838;Eilenburg;SN;03423/687438;netzmanagement@eilenburger-stadtwerke.de;https://www.eilenburger-stadtwerke.de;SNB977174706994;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB977174706994);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Elbtal GmbH;GmbH;Neubrunnstraße 8;01445;Radebeul;SN;+49 (0351) 5630 23810;einspeiser@sachsenenergie.de;https://www.stadtwerke-elbtal.de;SNB920699937404;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB920699937404);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Emmendingen GmbH;GmbH;Am Gaswerk 1;79312;Emmendingen;BW;076414689974;netztechnik@swe-emmendingen.de;https://www.swe-emmendingen.de;SNB948068461008;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB948068461008);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Emsdetten GmbH;GmbH;Moorbrückenstr. 30;48282;Emsdetten;NRW;+49 (02572) 202145;netz@stadtwerke-emsdetten.de;https://www.stadtwerke-emsdetten.de;SNB958416423039;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB958416423039);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Engen GmbH;GmbH;Eugen-Schädler-Straße 3;78234;Engen;BW;07733-9480-13;ulrike.fleischhauer@stadtwerke-engen.de;https://www.stadtwerke-engen.de;SNB959959730332;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB959959730332);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Eschwege GmbH;GmbH;Niederhoner Straße 36;37269;Eschwege;HE;+49 (5651) 807-0;info@stadtwerke-eschwege.de;https://www.stadtwerke-eschwege.de;SNB940847187345;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB940847187345);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Ostmünsterland GmbH ＆ Co. KG;GmbH & Co. KG;Münstertor 46;48291;Telgte;NRW;0250470850;info@so.de;https://www.so.de;SNB932375556731;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB932375556731);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke EVB Huntetal GmbH;GmbH;Amelogenstraße 1-3;49356;Diepholz;NI;05441/903-0;info@stadtwerke-huntetal.de;https://www.stadtwerke-huntetal.de;SNB922030852827;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB922030852827);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Fellbach GmbH;GmbH;Ringstraße 5;70736;Fellbach;BW;07115754340;stephan.klass@stadtwerke-fellbach.de;https://www.stadtwerke-fellbach.de;SNB964273276183;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB964273276183);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Freudenstadt GmbH ＆ Co. KG;GmbH & Co. KG;Reichsstraße 9;72250;Freudenstadt;BW;074419210;info@sw-freudenstadt.de;https://www.stadtwerke-freudenstadt.de;SNB973733148182;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB973733148182);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Fröndenberg Wickede GmbH;GmbH;Graf-Adolf-Straße 32;58730;Fröndenberg;NRW;02373/759-0;netznutzung@sfw-ruhr.de;https://www.sfw-ruhr.de;SNB912063565672;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB912063565672);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Gaggenau;Eigenbetrieb;Theodor-Bergmann-Straße 44;76571;Gaggenau;BW;+49 (07225) 9885-0;swg.sk@stadtwerke-gaggenau.de;https://www.stadtwerke-gaggenau.de;SNB925565312521;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB925565312521);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Gengenbach- Versorgungsbetriebe;Eigenbetrieb;Hauptstraße 17;77723;Gengenbach;BW;07803930280;Netze@stadt-gengenbach.de;https://www.stadtwerke-gengenbach.de;SNB922793626642;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB922793626642);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Georgsmarienhütte Netz GmbH;GmbH;Malberger Straße 13;49124;Georgsmarienhütte;NI;+49(05401)829236;m.rust@sw-gmhuette.de;https://www.sw-gmhuette.de;SNB977481237679;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB977481237679);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher. TAB/Portal: Website-Recherche noetig.
Stadtwerke Germersheim GmbH;GmbH;Gaswerkstraße 3;76726;Germersheim;RP;07274/7018389;edm@stw-ger.de;https://www.stw-ger.de;SNB982049301273;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB982049301273);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Glauchau Dienstleistungsgesellschaft mbH;GmbH;Sachsenallee 65;08371;Glauchau;SN;+49 3763 5007410;regulierung@stadtwerke-glauchau.de;https://www.stadtwerke-glauchau.de;SNB963070917732;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB963070917732);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Goch GmbH;GmbH;Klever Str. 26-28;47574;Goch;NRW;028239310146;michael.baumann@stadtwerke-goch.de;https://www.stadtwerke-goch.de;SNB941004899811;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB941004899811);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Grevesmühlen GmbH;GmbH;Grüner Weg 26;23936;Grevesmühlen;MV;0388178450;info@stadtwerke-gvm.de;https://www.stadtwerke-gvm.de;SNB991689251534;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB991689251534);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Groß-Gerau Versorgungs GmbH;GmbH;Darmstädter Straße 53;64521;Groß-Gerau;HE;06152-1720-0;V.Seelmann@GGV-Energie.de;https://www.GGV-energie.de;SNB966809778161;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB966809778161);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Grünstadt GmbH;GmbH;Max-Planck-Straße 12;67269;Grünstadt;RP;06359/954-0;info@swg-gruenstadt.de;https://www.stadtwerke-gruenstadt.de;SNB958070514050;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB958070514050);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Hagenow GmbH;GmbH;Bahnhofstr. 87;19230;Hagenow;MV;0388361520;info@stadtwerke-hagenow.de;https://www.stadtwerke-hagenow.de;SNB928602915495;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB928602915495);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Haiger;Eigenbetrieb;Hüttenstraße 18;35708;Haiger;HE;02773/811-200;info@stadtwerkehaiger.de;https://www.stadtwerkehaiger.de;SNB945552907998;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB945552907998);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Haldensleben GmbH;GmbH;Bahnhofstraße 1;39340;Haldensleben;ST;03904 477-413;uwe.ahrend@swhdl.de;https://www.swhdl.de;SNB959120377328;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB959120377328);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Harsewinkel GmbH;GmbH;Münsterstraße 8;33428;Harsewinkel;NRW;08003342800;stromnetze@stadtwerke-harsewinkel.de;https://www.stadtwerke-harsewinkel.de;SNB972046955654;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB972046955654);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Haslach i.K.;Eigenbetrieb;Alte Hausacher Straße 1;77716;Haslach;BW;07832/706-251;roesch@stadtwerke-haslach.de;https://www.stadtwerke-haslach.de;SNB989253327099;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB989253327099);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Havelberg GmbH;GmbH;Domplatz 1;39539;Havelberg;ST;+49(039387)7480;service@stadtwerke-havelberg.de;https://www.stadtwerke-havelberg.de;SNB960729432592;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB960729432592);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Heiligenhaus GmbH;GmbH;Abtskücher Straße 30;42579;Heiligenhaus;NRW;0205659015;l.bleibtreu@stadtwerke-heiligenhaus.de;https://www.stadtwerke-heiligenhaus.de;SNB968694358282;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB968694358282);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Herborn GmbH;GmbH;Walkmühlenweg 12;35745;Herborn;HE;+49 (2772) 502 0;info@stadtwerke-herborn.de;https://www.stadtwerke-herborn.de;SNB939653726848;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB939653726848);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Hettstedt GmbH;GmbH;Am Mühlgraben 2;06333;Hettstedt;ST;+49 (03476) 87020;netznutzung@stadtwerke-hettstedt.de;https://www.stadtwerke-hettstedt.de;SNB944962954653;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB944962954653);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Hockenheim;Eigenbetrieb;Obere Hauptstraße 8;68766;Hockenheim;BW;06205 2855 514;info@stadtwerke-hockenheim.de;https://www.stadtwerke-hockenheim.de;SNB967127819703;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB967127819703);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Hünfeld GmbH;GmbH;Lindenstraße 8;36088;Hünfeld;HE;06652-180201;info@stadtwerke-huenfeld.de;https://www.huenfeld.de/stadtwerke;SNB964375043041;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB964375043041);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Ilmenau GmbH;GmbH;Auf dem Mittelfeld 5;98693;Ilmenau;TH;03677788333;netznutzung@stadtwerke-ilmenau.de;https://www.stadtwerke-ilmenau.de;SNB964659661008;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB964659661008);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Iserlohn GmbH;GmbH;Stefanstraße 4-8;58638;Iserlohn;NRW;08005892242;regulierung@stadtwerke-iserlohn.de;https://www.stadtwerke-iserlohn.de;SNB913730249284;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB913730249284);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Kempen GmbH;GmbH;Heinrich-Horten-Straße 50;47906;Kempen;NRW;021521496147;t.birkmann@stadtwerke-kempen.de;https://www.stadtwerke-kempen.de;SNB943042904373;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB943042904373);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Kleve GmbH;GmbH;Flutstraße 36;47533;Kleve;NRW;028215930;marktstammdatenregister@stadtwerke-kleve.de;https://www.stadtwerke-kleve.de;SNB935814055062;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB935814055062);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Kusel GmbH;GmbH;Lehnstraße 32;66869;Kusel;RP;06381 / 42070;bernd.bohn@swk-kl.de;https://www.stadtwerke.kusel.de;SNB945021456095;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB945021456095);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lambrecht (Pfalz) GmbH;GmbH;Hauptstraße 14;67466;Lambrecht;RP;06325189116;Regulierung@sw-lambrecht.de;https://www.sw-lambrecht.de;SNB959585826225;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB959585826225);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lauterbach GmbH;GmbH;Hinter dem Spittel 15;36341;Lauterbach;HE;+49(6641)91280;netznutzung@stadtwerke-lauterbach.de;https://www.stadtwerke-lauterbach.de;SNB980345455409;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB980345455409);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Leine-Solling GmbH;GmbH;Mannenstraße 62;37186;Moringen;NI;05554/993470;info@stadtwerke-leine-solling.de;https://www.stadtwerke-leine-solling.de;SNB946090906887;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB946090906887);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lindau (B) GmbH ＆ Co. KG;GmbH & Co. KG;Auenstraße 12;88131;Lindau;BY;08382/704-345;abrechnung@sw-lindau.de;https://www.sw-lindau-netz.de;SNB949152526504;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB949152526504);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lingen GmbH;GmbH;Waldstraße 31;49808;Lingen;NI;0591912000;info@stadtwerke-lingen.de;https://www.stadtwerke-lingen.de;SNB982030394239;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB982030394239);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lippe-Weser Service GmbH ＆ Co. KG;GmbH & Co. KG;Bad Meinberger Straße 1;32760;Detmold;NRW;+49 (05231) 98085516;energiewende@swlws.de;https://www.stadtwerke-lippe-weser-service.de;SNB916255659316;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB916255659316);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lippstadt GmbH;GmbH;Bunsenstraße 2;59557;Lippstadt;NRW;02941 / 2829-0;Marktstammdatenregister@stadtwerke-lippstadt.de;https://www.stadtwerke-lippstadt.de;SNB985098042388;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB985098042388);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Löbau GmbH;GmbH;Georgewitzer Straße 54;02708;Löbau;SN;035858667700;info@sw-l.de;https://www.sw-l.de;SNB926470799582;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB926470799582);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lübz GmbH;GmbH;Grevener Str. 29;19386;Lübz;MV;+49 38731 5010;post@stadtwerke-luebz.de;https://www.stadtwerke-luebz.de;SNB915358347793;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB915358347793);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Ludwigsfelde GmbH;GmbH;Potsdamer Straße 31;14974;Ludwigsfelde;BB;03378 / 86060;info@stadtwerke-ludwigsfelde.de;https://www.stadtwerke-ludwigsfelde.de;SNB983765888505;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB983765888505);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Ludwigslust-Grabow GmbH;GmbH;Wasserturmweg 9;19288;Ludwigslust;MV;49 (03874) 4140;netzbetrieb@stw-ludwigslust-grabow.de;https://www.stw-ludwigslust-grabow.de;SNB928200943784;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB928200943784);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lünen GmbH;GmbH;Borker Straße 56;44534;Lünen;NRW;+4923067070;info@SWL24.de;https://www.SWL24.de;SNB942111583372;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB942111583372);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Lutherstadt Eisleben GmbH;GmbH;Karl-Rühlemann-Platz 1;06295;Lutherstadt Eisleben;ST;03475667330;technik@sle24.de;https://www.sle24.de;SNB946425570127;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB946425570127);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Malchow;Eigenbetrieb;Straße der Jugend 2;17213;Malchow;MV;039932 164-0;info@stadtwerke-malchow.de;https://www.stadtwerke-malchow.de;SNB948470226516;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB948470226516);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Meerane GmbH;GmbH;Obere Bahnstraße 10;08393;Meerane;SN;+49 3764 79170;info@sw-meerane.de;https://www.sw-meerane.de;SNB918070278383;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB918070278383);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Menden GmbH;GmbH;Am Papenbusch 8-10;58708;Menden;NRW;(02373) 1693202;t.friedrich@stadtwerke-menden.de;https://www.stadtwerke-menden.de;SNB922774216633;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB922774216633);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Mengen;Eigenbetrieb;Wasserstraße 4;88512;Mengen;BW;+49 7572 607 - 434;silja.grom@stadtwerke-mengen.de;https://www.stadtwerke-mengen.de;SNB961816584323;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB961816584323);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Metzingen;Eigenbetrieb;Stuttgarter Straße 59;72555;Metzingen;BW;07123 925260;stadtwerke@metzingen.de;https://www.stadtwerke-metzingen.de;SNB961448362368;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB961448362368);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Mosbach GmbH;GmbH;Am Henschelberg 6;74821;Mosbach;BW;06261890526;info@swm-online.de;https://www.swm-online.de;SNB984863778941;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB984863778941);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Mössingen;Eigenbetrieb;Freiherr-vom-Stein-Straße 18;72116;Mössingen;BW;07473 370421;c.schuetze@moessingen.de;https://www.stadtwerke-moessingen.de;SNB947193557761;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB947193557761);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Mühlacker GmbH;GmbH;Danziger Straße 17;75417;Mühlacker;BW;07041/87650;swm@stadtwerke-muehlacker.de;https://www.stadtwerke-muehlacker.de;SNB953132482766;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB953132482766);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
